location_id,state,lga_name,sa4_name,remoteness_area,population_2023_lga,population_2023_remoteness,dwelling_records
266,Vic,Kingston (Vic.),Melbourne - Inner South,Major Cities of Australia,163724.0,19343743.0,67622.0
267,Qld,Toowoomba,Darling Downs - Maranoa,Inner Regional Australia,181821.0,4683975.0,74054.0
268,Vic,Maribyrnong,Melbourne - West,Major Cities of Australia,91762.0,19343743.0,40501.0
269,SA,Marion,Adelaide - South,Major Cities of Australia,98493.0,19343743.0,41654.0
270,Qld,Gold Coast,Gold Coast,Inner Regional Australia,666087.0,4683975.0,270761.0
271,Vic,Mildura,North West,Outer Regional Australia,57554.0,2119123.0,25371.0
272,NSW,Hornsby,Sydney - North Sydney and Hornsby,Inner Regional Australia,154072.0,4683975.0,55952.0
273,Vic,Mansfield,Hume,Outer Regional Australia,10546.0,2119123.0,6619.0
274,Qld,Charters Towers,Townsville,Very Remote Australia,12013.0,198024.0,5974.0
275,NSW,Richmond Valley,Richmond - Tweed,Inner Regional Australia,23705.0,4683975.0,10692.0
276,NSW,Sutherland,Sydney - Sutherland,Inner Regional Australia,235029.0,4683975.0,
277,NSW,Mid-Western Regional,Central West,Inner Regional Australia,,4683975.0,12262.0
278,Vic,Hume,Melbourne - North West,Major Cities of Australia,262764.0,19343743.0,83980.0
279,NSW,Newcastle,Newcastle and Lake Macquarie,Major Cities of Australia,174294.0,19343743.0,74585.0
280,Tas,West Tamar,Launceston and North East,Inner Regional Australia,26039.0,4683975.0,11308.0
281,Vic,Glen Eira,Melbourne - Inner South,Major Cities of Australia,156837.0,19343743.0,66235.0
282,Qld,Sunshine Coast,Sunshine Coast,Inner Regional Australia,365942.0,4683975.0,149005.0
283,Vic,Nillumbik,Melbourne - North East,Major Cities of Australia,63264.0,19343743.0,22406.0
284,Vic,Yarriambiack,North West,Remote Australia,6389.0,304013.0,3598.0
285,Vic,Pyrenees,Ballarat,Inner Regional Australia,7786.0,4683975.0,3939.0
286,NSW,Unincorporated,Far West and Orana,Remote Australia,,304013.0,
287,NSW,Strathfield,Sydney - Inner South West,Major Cities of Australia,47824.0,19343743.0,18287.0
288,NSW,Bayside,Sydney - Inner South West,Major Cities of Australia,,19343743.0,
289,NSW,Coffs Harbour,Coffs Harbour - Grafton,Inner Regional Australia,80489.0,4683975.0,34696.0
290,NSW,Lake Macquarie,Newcastle and Lake Macquarie,Inner Regional Australia,219249.0,4683975.0,88908.0
291,Qld,Bundaberg,Wide Bay,Outer Regional Australia,104166.0,2119123.0,46081.0
292,SA,Mid Murray,South Australia - South East,Inner Regional Australia,9496.0,4683975.0,7413.0
293,SA,Murray Bridge,South Australia - South East,Inner Regional Australia,22901.0,4683975.0,10164.0
294,NSW,Murray River,Murray,Outer Regional Australia,13326.0,2119123.0,6268.0
295,NSW,Camden,Sydney - Outer South West,Major Cities of Australia,134811.0,19343743.0,39601.0
296,Tas,Glenorchy,Hobart,Inner Regional Australia,50808.0,4683975.0,21879.0
297,NSW,Hornsby,Sydney - North Sydney and Hornsby,Major Cities of Australia,154072.0,19343743.0,55952.0
298,NSW,Randwick,Sydney - Eastern Suburbs,Major Cities of Australia,141840.0,19343743.0,59965.0
299,NSW,Strathfield,Sydney - Inner West,Major Cities of Australia,47824.0,19343743.0,18287.0
300,NSW,Hunters Hill,Sydney - Ryde,Major Cities of Australia,14036.0,19343743.0,5323.0
301,Vic,Wangaratta,Hume,Inner Regional Australia,30002.0,4683975.0,13677.0
302,NSW,Parkes,Central West,Outer Regional Australia,14256.0,2119123.0,6697.0
303,NSW,Dubbo Regional,Far West and Orana,Outer Regional Australia,,2119123.0,22823.0
304,NSW,Byron,Richmond - Tweed,Inner Regional Australia,37126.0,4683975.0,16996.0
305,NSW,Cabonne,Far West and Orana,Outer Regional Australia,13880.0,2119123.0,5895.0
306,ACT,Unincorporated ACT,Australian Capital Territory,Inner Regional Australia,466566.0,4683975.0,187156.0
307,Vic,Moorabool,Ballarat,Inner Regional Australia,39092.0,4683975.0,15473.0
308,Qld,Isaac,Mackay - Isaac - Whitsunday,Outer Regional Australia,23024.0,2119123.0,11014.0
309,Vic,Benalla,Hume,Inner Regional Australia,14529.0,4683975.0,7211.0
310,NSW,Bellingen,Coffs Harbour - Grafton,Inner Regional Australia,13231.0,4683975.0,6390.0
311,Vic,Wellington,Latrobe - Gippsland,Inner Regional Australia,46124.0,4683975.0,23554.0
312,NSW,Central Coast,Central Coast,Inner Regional Australia,,4683975.0,
313,NSW,Edward River,Murray,Outer Regional Australia,8430.0,2119123.0,4252.0
314,SA,Coorong,South Australia - South East,Outer Regional Australia,5612.0,2119123.0,3106.0
315,Tas,George Town,Launceston and North East,Outer Regional Australia,7330.0,2119123.0,3685.0
316,NSW,Ryde,Sydney - Ryde,Major Cities of Australia,135716.0,19343743.0,55742.0
317,Vic,Bass Coast,Latrobe - Gippsland,Inner Regional Australia,42729.0,4683975.0,28981.0
318,Qld,Richmond,Queensland - Outback,Very Remote Australia,781.0,198024.0,438.0
319,Vic,Strathbogie,Hume,Inner Regional Australia,11578.0,4683975.0,6164.0
320,NSW,Hay,Murray,Remote Australia,2830.0,304013.0,1552.0
321,NSW,Weddin,Central West,Outer Regional Australia,3616.0,2119123.0,1869.0
322,Vic,Moorabool,Melbourne - West,Inner Regional Australia,39092.0,4683975.0,15473.0
323,Vic,Moira,Shepparton,Outer Regional Australia,30775.0,2119123.0,14948.0
324,NSW,Lachlan,Central West,Outer Regional Australia,6147.0,2119123.0,3014.0
325,NSW,Waverley,Sydney - Eastern Suburbs,Major Cities of Australia,71414.0,19343743.0,32850.0
326,Vic,Northern Grampians,North West,Outer Regional Australia,11879.0,2119123.0,6253.0
327,Qld,Charters Towers,Townsville,Outer Regional Australia,12013.0,2119123.0,5974.0
328,Qld,Mareeba,Cairns,Outer Regional Australia,23702.0,2119123.0,10199.0
329,Vic,Horsham,North West,Outer Regional Australia,20315.0,2119123.0,9638.0
330,SA,Adelaide Plains,Adelaide - North,Inner Regional Australia,10932.0,4683975.0,4006.0
331,Vic,Stonnington,Melbourne - Inner,Major Cities of Australia,111335.0,19343743.0,59609.0
332,SA,Mount Remarkable,Barossa - Yorke - Mid North,Outer Regional Australia,2897.0,2119123.0,1866.0
333,NSW,Gilgandra,Far West and Orana,Outer Regional Australia,4309.0,2119123.0,2137.0
334,SA,Adelaide Plains,Barossa - Yorke - Mid North,Inner Regional Australia,10932.0,4683975.0,4006.0
335,Qld,Goondiwindi,Darling Downs - Maranoa,Outer Regional Australia,10452.0,2119123.0,4857.0
336,Vic,Mitchell,Melbourne - North East,Inner Regional Australia,53723.0,4683975.0,19590.0
337,Qld,Cassowary Coast,Cairns,Remote Australia,29972.0,304013.0,15123.0
338,SA,Clare and Gilbert Valleys,Barossa - Yorke - Mid North,Outer Regional Australia,9405.0,2119123.0,4678.0
339,Qld,Moreton Bay,Moreton Bay - South,Inner Regional Australia,510104.0,4683975.0,188327.0
340,SA,West Torrens,Adelaide - West,Major Cities of Australia,64519.0,19343743.0,27977.0
341,Vic,Yarriambiack,North West,Outer Regional Australia,6389.0,2119123.0,3598.0
342,NSW,Snowy Valleys,Riverina,Inner Regional Australia,14935.0,4683975.0,7075.0
343,Vic,Whitehorse,Melbourne - Outer East,Major Cities of Australia,178639.0,19343743.0,71712.0
344,Qld,Cloncurry,Queensland - Outback,Very Remote Australia,3851.0,198024.0,2123.0
345,NSW,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Outer Regional Australia,68156.0,2119123.0,25523.0
346,Qld,Western Downs,Darling Downs - Maranoa,Remote Australia,34991.0,304013.0,16165.0
347,NSW,Penrith,Sydney - South West,Major Cities of Australia,224483.0,19343743.0,81250.0
348,Qld,Redland,Brisbane - East,Outer Regional Australia,166809.0,2119123.0,65216.0
349,NSW,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Major Cities of Australia,68156.0,19343743.0,25523.0
350,Tas,Sorell,Hobart,Inner Regional Australia,17635.0,4683975.0,8134.0
351,Vic,Towong,Hume,Outer Regional Australia,6243.0,2119123.0,3125.0
352,SA,Grant,South Australia - South East,Outer Regional Australia,9044.0,2119123.0,3745.0
353,Vic,Hepburn,Ballarat,Inner Regional Australia,16670.0,4683975.0,9511.0
354,Qld,Central Highlands (Qld),Central Queensland,Outer Regional Australia,28973.0,2119123.0,14180.0
355,Qld,Charters Towers,Townsville,Remote Australia,12013.0,304013.0,5974.0
356,NSW,Blayney,Central West,Outer Regional Australia,7644.0,2119123.0,3246.0
357,NSW,Hilltops,Capital Region,Outer Regional Australia,19255.0,2119123.0,9220.0
358,Qld,Lockyer Valley,Ipswich,Inner Regional Australia,43847.0,4683975.0,16162.0
359,WA,Unknown,Unknown,Major Cities of Australia,,19343743.0,
360,Tas,Circular Head,West and North West,Remote Australia,8352.0,304013.0,4064.0
361,Vic,Swan Hill,North West,Outer Regional Australia,21212.0,2119123.0,9554.0
362,NSW,Murrumbidgee,Riverina,Outer Regional Australia,3607.0,2119123.0,1647.0
363,WA,Unknown,Unknown,Inner Regional Australia,,4683975.0,
364,WA,Unknown,Unknown,Outer Regional Australia,,2119123.0,
365,NSW,Upper Lachlan,Capital Region,Outer Regional Australia,8706.0,2119123.0,
366,NSW,Orange,Central West,Inner Regional Australia,44244.0,4683975.0,18706.0
367,Tas,Launceston,Launceston and North East,Inner Regional Australia,71788.0,4683975.0,31369.0
368,NSW,Cowra,Central West,Outer Regional Australia,12659.0,2119123.0,6267.0
369,SA,Walkerville,Adelaide - Central and Hills,Major Cities of Australia,8420.0,19343743.0,3663.0
370,NSW,Bayside,Sydney - City and Inner South,Major Cities of Australia,,19343743.0,
371,NSW,Sutherland,Illawarra,Inner Regional Australia,235029.0,4683975.0,
372,Vic,Whitehorse,Melbourne - Inner East,Major Cities of Australia,178639.0,19343743.0,71712.0
373,WA,Unknown,Unknown,Remote Australia,,304013.0,
374,NSW,Wentworth,Murray,Remote Australia,7688.0,304013.0,3457.0
375,Tas,Tasman,South East,Outer Regional Australia,2686.0,2119123.0,2644.0
376,Tas,Latrobe (Tas.),West and North West,Outer Regional Australia,13062.0,2119123.0,5816.0
377,SA,Port Augusta,South Australia - Outback,Outer Regional Australia,14420.0,2119123.0,7015.0
378,Vic,Benalla,Hume,Outer Regional Australia,14529.0,2119123.0,7211.0
379,NSW,Liverpool Plains,New England and North West,Outer Regional Australia,7667.0,2119123.0,3694.0
380,Vic,Mornington Peninsula,Mornington Peninsula,Inner Regional Australia,170243.0,4683975.0,93602.0
381,Qld,Banana,Central Queensland,Outer Regional Australia,14919.0,2119123.0,7247.0
382,WA,Unknown,Unknown,Very Remote Australia,,198024.0,
383,SA,Mount Barker,Adelaide - Central and Hills,Major Cities of Australia,42297.0,19343743.0,16054.0
384,NSW,Inner West,Sydney - City and Inner South,Major Cities of Australia,188325.0,19343743.0,85462.0
385,Vic,Loddon,Bendigo,Outer Regional Australia,7747.0,2119123.0,4323.0
386,NSW,Eurobodalla,Capital Region,Inner Regional Australia,40912.0,4683975.0,24600.0
387,NSW,Sutherland,Sydney - Sutherland,Major Cities of Australia,235029.0,19343743.0,
388,SA,Barunga West,Barossa - Yorke - Mid North,Outer Regional Australia,2680.0,2119123.0,1928.0
389,NSW,Tamworth Regional,New England and North West,Inner Regional Australia,,4683975.0,27725.0
390,Tas,West Coast,West and North West,Remote Australia,4359.0,304013.0,3123.0
391,SA,Tatiara,South Australia - South East,Outer Regional Australia,7066.0,2119123.0,3194.0
392,NSW,Snowy Monaro Regional,Capital Region,Inner Regional Australia,,4683975.0,12251.0
393,Qld,Etheridge,Queensland - Outback,Very Remote Australia,726.0,198024.0,750.0
394,NSW,Bland,Central West,Outer Regional Australia,5464.0,2119123.0,3107.0
395,NSW,Oberon,Central West,Outer Regional Australia,5600.0,2119123.0,2828.0
396,Qld,Maranoa,Darling Downs - Maranoa,Outer Regional Australia,13255.0,2119123.0,6510.0
397,Vic,East Gippsland,Latrobe - Gippsland,Remote Australia,49179.0,304013.0,26078.0
398,Vic,Corangamite,Warrnambool and South West,Inner Regional Australia,15948.0,4683975.0,7897.0
399,SA,Yorke Peninsula,Barossa - Yorke - Mid North,Outer Regional Australia,12040.0,2119123.0,10310.0
400,Tas,Derwent Valley,Hobart,Inner Regional Australia,11341.0,4683975.0,4749.0
401,NSW,Hornsby,Sydney - Ryde,Major Cities of Australia,154072.0,19343743.0,55952.0
402,SA,Port Pirie,Barossa - Yorke - Mid North,Outer Regional Australia,17602.0,2119123.0,8589.0
403,NSW,Muswellbrook,Hunter Valley exc Newcastle,Outer Regional Australia,16778.0,2119123.0,7333.0
404,Tas,Circular Head,West and North West,Outer Regional Australia,8352.0,2119123.0,4064.0
405,Tas,Devonport,West and North West,Outer Regional Australia,26977.0,2119123.0,12071.0
406,Qld,Flinders (Qld),Queensland - Outback,Very Remote Australia,1544.0,198024.0,992.0
407,NSW,Burwood,Sydney - Inner West,Major Cities of Australia,42498.0,19343743.0,16201.0
408,NT,Alice Springs,Northern Territory - Outback,Remote Australia,29213.0,304013.0,11681.0
409,NSW,Nambucca Valley,Mid North Coast,Outer Regional Australia,20774.0,2119123.0,10016.0
410,Qld,Somerset,Moreton Bay - North,Outer Regional Australia,26251.0,2119123.0,11020.0
411,NSW,Lachlan,Central West,Remote Australia,6147.0,304013.0,3014.0
412,NSW,Gwydir,New England and North West,Outer Regional Australia,4940.0,2119123.0,2443.0
413,SA,Port Adelaide Enfield,Adelaide - North,Major Cities of Australia,138585.0,19343743.0,56716.0
414,Vic,Macedon Ranges,Bendigo,Inner Regional Australia,52920.0,4683975.0,20630.0
415,Vic,Banyule,Melbourne - North East,Major Cities of Australia,129602.0,19343743.0,53031.0
416,NSW,Lithgow,Central West,Outer Regional Australia,20724.0,2119123.0,10236.0
417,NSW,Federation,Murray,Inner Regional Australia,12939.0,4683975.0,6546.0
418,NSW,Wagga Wagga,Riverina,Outer Regional Australia,68716.0,2119123.0,28244.0
419,NSW,Coonamble,Far West and Orana,Remote Australia,3861.0,304013.0,1825.0
420,NSW,Kempsey,Mid North Coast,Inner Regional Australia,31453.0,4683975.0,14292.0
421,NSW,Carrathool,Riverina,Outer Regional Australia,2765.0,2119123.0,1312.0
422,Qld,Barcoo,Queensland - Outback,Very Remote Australia,317.0,198024.0,267.0
423,Qld,Mareeba,Queensland - Outback,Outer Regional Australia,23702.0,2119123.0,10199.0
424,Vic,Hobsons Bay,Melbourne - West,Major Cities of Australia,93738.0,19343743.0,39336.0
425,NSW,Temora,Riverina,Outer Regional Australia,6029.0,2119123.0,2926.0
426,SA,Karoonda East Murray,South Australia - South East,Outer Regional Australia,1016.0,2119123.0,610.0
427,Qld,Livingstone,Central Queensland,Inner Regional Australia,41906.0,4683975.0,17841.0
428,Vic,Unincorporated Vic,Latrobe - Gippsland,Outer Regional Australia,953.0,2119123.0,1054.0
429,Vic,Gannawarra,North West,Outer Regional Australia,10420.0,2119123.0,5326.0
430,NSW,Blue Mountains,Sydney - Outer West and Blue Mountains,Inner Regional Australia,78446.0,4683975.0,35239.0
431,SA,Ceduna,South Australia - Outback,Very Remote Australia,3717.0,198024.0,1909.0
432,NSW,Parramatta,Sydney - Ryde,Major Cities of Australia,269145.0,19343743.0,106654.0
433,Qld,Whitsunday,Mackay - Isaac - Whitsunday,Remote Australia,39712.0,304013.0,18043.0
434,NSW,Shellharbour,Illawarra,Inner Regional Australia,79738.0,4683975.0,29884.0
435,NT,Darwin,Darwin,Outer Regional Australia,85465.0,2119123.0,34806.0
436,Vic,Baw Baw,Latrobe - Gippsland,Outer Regional Australia,60644.0,2119123.0,24522.0
437,NT,Central Desert,Northern Territory - Outback,Very Remote Australia,4126.0,198024.0,1272.0
438,NSW,Sutherland,Sydney - Outer South West,Inner Regional Australia,235029.0,4683975.0,
439,NSW,Kempsey,Mid North Coast,Outer Regional Australia,31453.0,2119123.0,14292.0
440,Qld,Carpentaria,Queensland - Outback,Very Remote Australia,2212.0,198024.0,1639.0
441,SA,Wudinna,South Australia - Outback,Very Remote Australia,1161.0,198024.0,616.0
442,Qld,Murweh,Queensland - Outback,Very Remote Australia,3966.0,198024.0,2269.0
443,NSW,Eurobodalla,Capital Region,Outer Regional Australia,40912.0,2119123.0,24600.0
444,SA,Renmark Paringa,South Australia - South East,Outer Regional Australia,10107.0,2119123.0,4669.0
445,SA,Loxton Waikerie,South Australia - South East,Outer Regional Australia,11897.0,2119123.0,5787.0
446,Tas,Central Coast (Tas.),West and North West,Outer Regional Australia,23331.0,2119123.0,10434.0
447,NSW,Berrigan,Murray,Outer Regional Australia,8643.0,2119123.0,4265.0
448,SA,Norwood Payneham and St Peters,Adelaide - Central and Hills,Major Cities of Australia,39312.0,19343743.0,18126.0
449,Tas,Sorell,Hobart,Outer Regional Australia,17635.0,2119123.0,8134.0
450,NSW,Clarence Valley,Coffs Harbour - Grafton,Outer Regional Australia,55323.0,2119123.0,26143.0
451,NSW,Yass Valley,Capital Region,Major Cities of Australia,17477.0,19343743.0,6823.0
452,NT,MacDonnell,Northern Territory - Outback,Very Remote Australia,6706.0,198024.0,2243.0
453,NSW,Leeton,Riverina,Outer Regional Australia,11431.0,2119123.0,4705.0
454,NSW,Balranald,Murray,Remote Australia,2202.0,304013.0,1091.0
455,Qld,Scenic Rim,Gold Coast,Inner Regional Australia,45248.0,4683975.0,18468.0
456,NSW,Port Macquarie-Hastings,Mid North Coast,Outer Regional Australia,89596.0,2119123.0,40066.0
457,Tas,Kingborough,South East,Outer Regional Australia,41179.0,2119123.0,17301.0
458,Vic,Moreland,Melbourne - Inner,Major Cities of Australia,,19343743.0,78310.0
459,SA,Copper Coast,Barossa - Yorke - Mid North,Outer Regional Australia,15951.0,2119123.0,9242.0
460,NSW,Lockhart,Riverina,Inner Regional Australia,3396.0,4683975.0,1417.0
461,SA,Naracoorte Lucindale,South Australia - South East,Outer Regional Australia,8928.0,2119123.0,4076.0
462,SA,Southern Mallee,South Australia - South East,Remote Australia,2012.0,304013.0,1077.0
463,NSW,Glen Innes Severn,New England and North West,Inner Regional Australia,8989.0,4683975.0,4610.0
464,NSW,Hornsby,Sydney - Baulkham Hills and Hawkesbury,Inner Regional Australia,154072.0,4683975.0,55952.0
465,Tas,Kentish,West and North West,Outer Regional Australia,6831.0,2119123.0,2915.0
466,SA,Goyder,Barossa - Yorke - Mid North,Inner Regional Australia,4132.0,4683975.0,2371.0
467,Vic,Brimbank,Melbourne - North West,Major Cities of Australia,196046.0,19343743.0,71871.0
468,SA,Flinders Ranges,South Australia - Outback,Outer Regional Australia,1673.0,2119123.0,1084.0
469,ACT,Unknown,Unknown,Unknown,,,
470,Vic,Greater Geelong,Geelong,Inner Regional Australia,282809.0,4683975.0,120823.0
471,Vic,Loddon,Bendigo,Inner Regional Australia,7747.0,4683975.0,4323.0
472,NSW,Junee,Riverina,Inner Regional Australia,6520.0,4683975.0,2519.0
473,SA,Victor Harbor,South Australia - South East,Inner Regional Australia,16869.0,4683975.0,9764.0
474,SA,Burnside,Adelaide - Central and Hills,Major Cities of Australia,47444.0,19343743.0,19630.0
475,NT,Coomalie,Northern Territory - Outback,Remote Australia,1421.0,304013.0,1065.0
476,Vic,Manningham,Melbourne - Outer East,Major Cities of Australia,129514.0,19343743.0,49918.0
477,Vic,Corangamite,Warrnambool and South West,Outer Regional Australia,15948.0,2119123.0,7897.0
478,SA,Wakefield,Barossa - Yorke - Mid North,Inner Regional Australia,6958.0,4683975.0,3348.0
479,NSW,Mosman,Sydney - North Sydney and Hornsby,Major Cities of Australia,29071.0,19343743.0,13410.0
480,Tas,Glamorgan-Spring Bay,South East,Outer Regional Australia,5237.0,2119123.0,4752.0
481,NSW,Hawkesbury,Sydney - Outer West and Blue Mountains,Major Cities of Australia,68156.0,19343743.0,25523.0
482,NSW,Penrith,Sydney - Outer West and Blue Mountains,Inner Regional Australia,224483.0,4683975.0,81250.0
483,Tas,Southern Midlands,South East,Outer Regional Australia,6912.0,2119123.0,2978.0
484,Qld,Scenic Rim,Logan - Beaudesert,Outer Regional Australia,45248.0,2119123.0,18468.0
485,Vic,Mount Alexander,Bendigo,Inner Regional Australia,20576.0,4683975.0,10141.0
486,NSW,North Sydney,Sydney - North Sydney and Hornsby,Major Cities of Australia,72014.0,19343743.0,39034.0
487,NT,Roper Gulf,Northern Territory - Outback,Very Remote Australia,7491.0,198024.0,2923.0
488,Qld,Western Downs,Darling Downs - Maranoa,Inner Regional Australia,34991.0,4683975.0,16165.0
489,NSW,Woollahra,Sydney - Eastern Suburbs,Major Cities of Australia,54660.0,19343743.0,26588.0
490,SA,Prospect,Adelaide - Central and Hills,Major Cities of Australia,23137.0,19343743.0,9474.0
491,NT,Katherine,Northern Territory - Outback,Remote Australia,10829.0,304013.0,4436.0
492,Qld,Mareeba,Queensland - Outback,Remote Australia,23702.0,304013.0,10199.0
493,Vic,Mildura,North West,Remote Australia,57554.0,304013.0,25371.0
494,Vic,Wellington,Latrobe - Gippsland,Outer Regional Australia,46124.0,2119123.0,23554.0
495,Qld,Northern Peninsula Area,Queensland - Outback,Very Remote Australia,2908.0,198024.0,1100.0
496,Vic,Mitchell,Melbourne - North East,Major Cities of Australia,53723.0,19343743.0,19590.0
497,NSW,Wingecarribee,Sydney - Outer South West,Inner Regional Australia,53109.0,4683975.0,23623.0
498,NSW,Kyogle,Richmond - Tweed,Outer Regional Australia,9468.0,2119123.0,4688.0
499,NSW,Port Stephens,Hunter Valley exc Newcastle,Major Cities of Australia,77748.0,19343743.0,35699.0
500,NT,Unincorporated NT,Darwin,Outer Regional Australia,7713.0,2119123.0,4175.0
501,SA,Orroroo Carrieton,Barossa - Yorke - Mid North,Outer Regional Australia,889.0,2119123.0,541.0
502,Vic,Central Goldfields,Ballarat,Inner Regional Australia,13574.0,4683975.0,7004.0
503,NT,Unincorporated NT,Northern Territory - Outback,Remote Australia,7713.0,304013.0,4175.0
504,NSW,Central Darling,Far West and Orana,Very Remote Australia,1757.0,198024.0,1065.0
505,Qld,Balonne,Darling Downs - Maranoa,Remote Australia,4345.0,304013.0,2283.0
506,Tas,Kingborough,Hobart,Inner Regional Australia,41179.0,4683975.0,17301.0
507,Qld,Maranoa,Darling Downs - Maranoa,Very Remote Australia,13255.0,198024.0,6510.0
508,NSW,Walgett,Far West and Orana,Remote Australia,5519.0,304013.0,2865.0
509,NSW,Coolamon,Riverina,Outer Regional Australia,4549.0,2119123.0,1974.0
510,Qld,Bulloo,Queensland - Outback,Very Remote Australia,346.0,198024.0,230.0
511,NSW,Bellingen,Coffs Harbour - Grafton,Outer Regional Australia,13231.0,2119123.0,6390.0
512,NSW,Lane Cove,Sydney - North Sydney and Hornsby,Major Cities of Australia,41549.0,19343743.0,17340.0
513,NSW,Walcha,New England and North West,Outer Regional Australia,2968.0,2119123.0,1638.0
514,Vic,Northern Grampians,North West,Inner Regional Australia,11879.0,4683975.0,6253.0
515,NSW,Bogan,Far West and Orana,Very Remote Australia,2420.0,198024.0,1306.0
516,NSW,The Hills,Sydney - Baulkham Hills and Hawkesbury,Inner Regional Australia,207959.0,4683975.0,
517,Vic,South Gippsland,Latrobe - Gippsland,Outer Regional Australia,30823.0,2119123.0,17145.0
518,NSW,Wollondilly,Illawarra,Inner Regional Australia,57616.0,4683975.0,18918.0
519,SA,Cleve,South Australia - Outback,Remote Australia,1757.0,304013.0,975.0
520,NT,West Arnhem,Northern Territory - Outback,Remote Australia,7407.0,304013.0,2225.0
521,NSW,Wentworth,Murray,Outer Regional Australia,7688.0,2119123.0,3457.0
522,NSW,Canterbury-Bankstown,Sydney - Parramatta,Major Cities of Australia,379829.0,19343743.0,133438.0
523,Tas,King Island,West and North West,Very Remote Australia,1648.0,198024.0,897.0
524,SA,Kangaroo Island,South Australia - South East,Remote Australia,5125.0,304013.0,3350.0
525,Tas,Meander Valley,Launceston and North East,Inner Regional Australia,21449.0,4683975.0,9276.0
526,NSW,Uralla,New England and North West,Inner Regional Australia,6047.0,4683975.0,2759.0
527,SA,Holdfast Bay,Adelaide - South,Major Cities of Australia,38766.0,19343743.0,18707.0
528,Qld,Douglas,Cairns,Remote Australia,12828.0,304013.0,6981.0
529,NSW,Carrathool,Riverina,Remote Australia,2765.0,304013.0,1312.0
530,Vic,Murrindindi,Melbourne - North East,Inner Regional Australia,15482.0,4683975.0,8349.0
531,NSW,Bogan,Far West and Orana,Remote Australia,2420.0,304013.0,1306.0
532,Vic,Alpine,Hume,Outer Regional Australia,13182.0,2119123.0,7271.0
533,NSW,Brewarrina,Far West and Orana,Very Remote Australia,1411.0,198024.0,740.0
534,NSW,Wollondilly,Sydney - Outer West and Blue Mountains,Inner Regional Australia,57616.0,4683975.0,18918.0
535,NT,East Arnhem,Northern Territory - Outback,Very Remote Australia,10011.0,198024.0,1968.0
